"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"4" 4.021 14.85 -0.065 114.26 4.39 13.38 24.95 13 0.51 0.96 0.73
"5" 4.477 16.61 -0.08 128.29 4.42 14.98 27.84 14.5 0.52 0.96 0.5
"6" 4.934 18.38 -0.114 142.32 4.45 16.58 30.72 16 0.52 0.96 0.85
"7" 2.904 11.33 -0.204 86.2 4.31 10.18 19.19 10.33 0.51 0.96 1.04
"8" 3.361 13.09 -0.237 100.23 4.36 11.78 22.07 11.83 0.51 0.96 0.93
"9" 4.273 16.61 -0.115 128.29 4.42 14.98 27.84 14.83 0.52 0.96 0.74
"10" 2.654 11.33 -0.152 86.2 4.31 10.18 19.19 10.75 0.51 0.96 1.13
"11" 3.362 14.85 -0.008 114.26 4.39 13.38 24.95 14.08 0.51 0.96 0.8
"12" 1.369 5.28 -0.012 42.09 4.68 4.79 8.65 4.5 0.53 0.96 0.02
"13" 2.533 10.57 -0.376 84.18 4.68 9.59 17.3 9.33 0.53 0.96 0.96
"14" 2.737 10.57 -0.313 84.18 4.68 9.59 17.3 9 0.53 0.96 0.88
"15" 2.989 12.33 -0.267 98.21 4.68 11.18 20.19 10.83 0.53 0.96 0.71
"16" 3.241 14.09 -0.42 112.24 4.68 12.78 23.07 12.67 0.53 0.96 1.17
"17" 3.903 17.61 0.014 140.3 4.68 15.98 28.84 16.08 0.53 0.96 0.3
"18" 3.001 16.09 -0.618 136.26 5.24 14.78 25.07 14.33 0.57 0.96 0.98
"19" 0.947 3.52 -0.04 28.06 4.68 3.2 5.77 6 0.53 0.96 0.24
"20" 1.35 5.28 -0.055 42.09 4.68 4.79 8.65 7 0.53 0.96 -0.07
"21" 3.631 14.09 -0.113 112.24 4.68 12.78 23.07 14.5 0.53 0.96 0.8
"22" 1.415 6.28 -0.083 54.1 5.41 5.79 9.65 10 0.58 0.97 -0.26
"23" 1.861 8.05 -0.17 68.13 5.24 7.39 12.53 11.67 0.57 0.96 0.32
"24" 0.477 2.4 0.113 52.03 10.41 2.42 5.79 17.5 0.48 1.16 0.24
"25" 1.073 4.24 -0.012 84.93 16.99 3.6 5.41 9.72 0.72 1.08 -0.11
"26" 1.617 5.1 -0.076 119.37 23.87 4.3 5.74 13.67 0.86 1.15 0.13
"27" 3.585 5.95 -0.137 153.81 30.76 5 6.06 17.69 1 1.21 0.53
"28" 1.251 6 -0.06 98.96 12.37 5.2 8.3 11.56 0.65 1.04 0.15
"29" 1.51 6 -0.077 98.96 12.37 5.2 8.3 11.22 0.65 1.04 0.16
"30" 2.029 6.86 -0.154 133.4 16.67 5.9 8.62 15.58 0.74 1.08 0.44
"31" 1.955 6.86 -0.068 133.4 16.67 5.9 8.62 15.17 0.74 1.08 0.19
"32" 2.443 7.72 -0.153 167.84 20.98 6.6 8.95 19.19 0.82 1.12 0.4
"33" 2.399 7.72 -0.117 167.84 20.98 6.6 8.95 19.11 0.82 1.12 0.16
"34" 2.888 8.57 -0.129 202.28 25.28 7.3 9.27 23.14 0.91 1.16 0.39
"35" 3.376 9.43 -0.051 236.72 29.59 8 9.59 27.17 1 1.2 0.81
"36" 1.718 6.9 -0.101 78.55 7.14 6.09 10.86 9.11 0.55 0.99 0.12
"37" 1.572 6.9 -0.034 78.55 7.14 6.09 10.86 9.44 0.55 0.99 0.18
"38" 1.887 7.76 -0.043 112.99 10.27 6.79 11.18 13.06 0.62 1.02 0.25
"39" 1.496 5.23 0.032 173.83 34.77 4.36 5.23 7 0.87 1.05 -0.04
"40" 1.801 6.99 -0.132 187.86 23.48 5.96 8.11 8.5 0.75 1.01 0
"41" 1.864 7.4 -0.076 123 11.18 6.48 10.76 7.75 0.59 0.98 -0.06
"42" 1.717 7.4 -0.103 123 11.18 6.48 10.76 8.08 0.59 0.98 0
"43" 0.775 3.32 0.038 68.48 13.7 3.01 5.6 13.61 0.6 1.12 -0.17
"44" 1.284 4.73 0.005 129.38 25.88 3.98 5.32 8.36 0.8 1.06 0.26
"45" 1.821 5.59 -0.045 163.82 32.76 4.68 5.64 12.31 0.94 1.13 0
"46" 2.025 6.09 -0.012 208.27 41.65 5.07 5.55 10.94 1.01 1.11 0.22
"47" 1.833 5.94 -0.091 116.95 14.62 5.31 8.81 19.47 0.66 1.1 0.2
"48" 1.655 6.49 -0.111 143.41 17.93 5.58 8.2 9.86 0.7 1.03 0.03
"49" 1.853 4.95 -0.003 118.49 14.81 4.83 9.51 30.86 0.6 1.19 0.17
"50" 2.298 5.81 -0.043 152.93 19.12 5.53 9.84 34.81 0.69 1.23 0.06
"51" 1.114 3.4 -0.041 64.04 10.67 3.42 6.79 20.67 0.57 1.13 0.64
"52" 1.688 5.24 -0.095 96.94 16.16 4.6 6.41 12.89 0.77 1.07 -0.05
"53" 1.057 5.24 -0.038 96.94 16.16 4.6 6.41 12.22 0.77 1.07 0.02
"54" 1.057 5.24 -0.109 96.94 16.16 4.6 6.41 12.22 0.77 1.07 0.07
"55" 1.743 6.1 -0.079 131.38 21.9 5.3 6.74 16 0.88 1.12 0.27
"56" 2.429 6.95 -0.075 165.82 27.64 6 7.06 19.78 1 1.18 0.66
"57" 1.086 4.88 -0.033 106.95 17.83 4.28 6 7.75 0.71 1 0.03
"58" 1.169 4.26 -0.064 98.48 16.41 4.12 7.12 23.78 0.69 1.19 -0.02
"59" 0.515 6.5 -0.024 60.11 5.01 5.9 11.86 11 0.49 0.99 0.05
"60" 0.971 8.26 -0.06 74.14 4.94 7.5 14.75 12.5 0.5 0.98 0.02
"61" 0.834 8.26 0.055 74.14 4.94 7.5 14.75 12.83 0.5 0.98 0.02
"62" 0.573 8.26 -0.03 74.14 4.94 7.5 14.75 13.25 0.5 0.98 0.01
"63" 1.223 10.02 -0.088 88.17 4.9 9.1 17.63 14.33 0.51 0.98 0.22
"64" 1.097 10.02 -0.055 88.17 4.9 9.1 17.63 14.75 0.51 0.98 0.09
"65" -0.244 5.74 -0.06 58.09 5.81 5.31 9.98 12.67 0.53 1 0.02
"66" 1.792 12.78 -0.028 114.21 5.19 11.7 21.51 18.67 0.53 0.98 0.3
"67" 0.747 9.72 -0.141 102.15 6.01 9.01 17.07 19.5 0.53 1 0.62
"68" 1.35 11.48 -0.085 116.18 5.81 10.61 19.96 20.67 0.53 1 0.51
"69" 1.213 11.48 -0.09 116.18 5.81 10.61 19.96 21 0.53 1 0.73
"70" 1.806 13.24 -0.068 130.21 5.66 12.21 22.84 22.17 0.53 0.99 0.66
"71" 1.602 13.24 -0.13 130.21 5.66 12.21 22.84 22.5 0.53 0.99 0.76
"72" 0.748 8.26 -0.103 74.14 4.94 7.5 14.75 10.5 0.5 0.98 -0.17
"73" 0.982 10.02 -0.012 88.17 4.9 9.1 17.63 12.75 0.51 0.98 0.17
"74" 1.331 11.78 -0.215 102.2 4.87 10.7 20.51 14.25 0.51 0.98 0.45
"75" 1.506 11.78 -0.08 102.2 4.87 10.7 20.51 14.25 0.51 0.98 0.28
"76" 0.219 6.74 -0.031 70.1 6.37 6.31 10.98 13.5 0.57 1 0.07
"77" -0.131 3.98 -0.006 44.06 6.29 3.71 7.09 6.5 0.53 1.01 -0.07
"78" -0.158 5.22 0.042 69.07 8.63 5.1 8.31 14.83 0.64 1.04 -0.56
"79" 2.509 6.31 -0.04 197.38 24.67 5.91 9.74 33.44 0.74 1.22 0.29
"80" 2.211 5.39 0.015 180.93 22.62 5.32 9.93 37.33 0.67 1.24 0.23
"81" 2.667 7.05 -0.006 184.5 15.37 7.16 14.75 51.53 0.6 1.23 0.27
"82" 2.233 7.82 0.011 200.07 13.34 8.28 18.33 64.83 0.55 1.22 0.63
"83" 2.143 8.09 0.071 164.97 13.75 7.53 13.53 32.31 0.63 1.13 0.19
"84" 1.164 7.2 0.036 89.11 6.85 6.81 13.41 21 0.52 1.03 -0.13
"85" 1.651 4.3 -0.001 76.15 25.38 3.18 3.15 9.83 1.06 1.05 0.48
"86" 1.83 8.28 0.102 78.12 6.51 7.79 11.65 12 0.65 0.97 0.21
"87" 2.316 10.05 0.072 92.15 6.14 9.39 14.53 13.67 0.63 0.97 0.5
"88" 2.772 11.81 0.117 106.18 5.9 10.99 17.42 15.17 0.61 0.97 0.31
"89" 2.802 11.81 -0.053 106.18 5.9 10.99 17.42 15.33 0.61 0.97 0.34
"90" 2.802 11.81 0.127 106.18 5.9 10.99 17.42 15.33 0.61 0.97 0.37
"91" 2.802 11.81 -0.03 106.18 5.9 10.99 17.42 15.33 0.61 0.97 0.34
"92" 3.23 15.33 -0.011 134.24 5.59 14.18 23.19 18.92 0.59 0.97 0.49
"93" 2.868 12.81 0.016 118.19 6.22 11.99 18.42 18.33 0.63 0.97 0.23
"94" 2.868 12.81 -0.106 118.19 6.22 11.99 18.42 18.33 0.63 0.97 0.14
"95" 0.247 1.7 0.051 44.02 14.67 1.9 3.65 16 0.63 1.22 -0.04
"96" 2.904 11.33 -0.259 86.2 4.31 10.18 19.19 10.33 0.51 0.96 1.06
"97" 3.817 14.85 -0.102 114.26 4.39 13.38 24.95 13.33 0.51 0.96 0.52
"98" 4.729 18.38 -0.058 142.32 4.45 16.58 30.72 16.33 0.52 0.96 0.76
"99" 3.408 14.85 -0.309 114.26 4.39 13.38 24.95 14 0.51 0.96 0.7
"100" 3.493 15.85 -0.302 126.27 4.68 14.38 25.95 14.5 0.53 0.96 0.86
"101" 4.087 15.85 -0.144 126.27 4.68 14.38 25.95 16 0.53 0.96 0.93
"102" 4.543 17.61 -0.162 140.3 4.68 15.98 28.84 17.5 0.53 0.96 1.06
"103" 0.846 3.38 0.017 50.49 10.1 2.9 5.09 6.11 0.58 1.02 0.23
"104" 1.194 5.14 -0.009 64.52 8.07 4.49 7.97 7.61 0.56 1 0.07
"105" 1.002 4.38 -0.053 62.5 10.42 3.9 6.09 9.11 0.65 1.02 0.03
"106" 0.515 6.74 -0.043 70.1 6.37 6.31 10.98 11.33 0.57 1 -0.23
"107" 0.368 6.5 -0.009 60.11 5.01 5.9 11.86 11.33 0.49 0.99 -0.03
"108" 1.427 10.02 -0.052 88.17 4.9 9.1 17.63 14 0.51 0.98 0.41
"109" 0.423 7.5 -0.068 72.12 5.55 6.9 12.86 14.17 0.53 0.99 0.12
"110" 0.879 9.26 -0.032 86.15 5.38 8.5 15.75 15.67 0.53 0.98 0.13
"111" 1.131 11.02 -0.115 100.18 5.27 10.1 18.63 17.5 0.53 0.98 0.23
"112" 0.021 6.19 0.032 74.09 6.74 5.82 11.31 16.17 0.53 1.03 -0.03
"113" 0.37 7.95 -0.039 88.12 6.29 7.41 14.19 17.67 0.53 1.01 0.13
"114" 0.894 9.72 -0.064 102.15 6.01 9.01 17.07 19.17 0.53 1 0.48
"115" 1.142 7.31 0.043 126.09 9.7 7.24 14.4 35.25 0.56 1.11 0.18
"116" 2.534 7.05 0.087 184.5 15.37 7.16 14.75 51.53 0.6 1.23 0.36
"117" 1.018 7.2 0.052 89.11 6.85 6.81 13.41 21.33 0.52 1.03 -0.43
"118" 3.289 13.57 -0.027 120.21 5.72 12.59 20.3 17 0.6 0.97 0.43
"119" 2.382 11.05 -0.036 104.16 6.51 10.39 15.53 16.67 0.65 0.97 0.47
"120" 2.494 9.14 -0.001 112.56 9.38 8.49 11.97 15.78 0.71 1 0.31
"121" 3.437 10.72 -0.112 180.56 12.04 10.43 16.4 40.69 0.7 1.09 0.28
"122" 0.934 5.98 0.039 68.08 7.56 5.71 9.09 11.5 0.63 1.01 -0.05
"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0 0 0 1 1 0 1 1 0 1
"2" 0 0 1 0 1 0 0 0 0 0
"3" 1 1 1 1 0 0 1 1 1 0
"4" 0 1 1 0 0 0 1 1 1 1
"5" 0 0 0 0 1 0 0 1 1 0
"6" 0 0 1 0 1 0 0 1 1 0
"7" 0 1 1 1 1 1 1 1 1 1
"8" 0 0 1 0 0 1 0 1 1 1
"9" 0 0 1 0 1 0 0 0 0 1
"10" 0 1 1 0 0 0 1 0 1 1
"11" 1 0 0 1 1 1 1 1 0 0
"12" 1 1 1 0 1 1 1 1 1 0
"13" 0 1 0 1 0 1 0 1 0 0
"14" 1 0 0 1 1 0 0 1 1 0
"15" 1 1 1 0 1 1 1 0 0 0
"16" 0 1 1 1 0 0 0 1 0 0
"17" 0 1 0 1 1 1 0 0 0 1
"18" 1 0 0 0 0 0 0 1 1 1
"19" 0 1 0 0 0 0 0 1 1 0
"20" 0 1 1 0 0 1 1 0 0 0
"21" 0 0 0 0 0 0 0 1 0 1
"22" 1 0 0 0 0 0 0 0 0 0
"23" 1 0 1 1 0 0 0 1 1 0
"24" 0 0 0 1 0 1 0 0 0 0
"25" 1 1 0 0 0 0 1 1 1 0
"26" 0 1 1 1 1 1 0 1 1 0
"27" 0 1 0 0 0 0 1 1 1 0
"28" 1 0 1 0 0 0 0 1 0 0
"29" 1 0 1 0 1 0 1 0 0 0
"30" 1 0 1 1 0 1 1 0 0 1
---
"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0 0 0 1 0 1 0 1 0 1
"2" 0 0 0 1 1 0 1 0 1 0
"3" 0 1 0 0 0 0 0 0 0 0
"4" 1 1 0 1 1 0 0 0 0 1
"5" 0 1 1 1 1 0 1 1 0 0
"6" 1 1 0 1 1 0 1 0 0 1
"7" 0 1 0 1 1 1 0 0 0 0
"8" 1 0 0 1 1 0 0 0 0 0
"9" 1 0 1 0 1 0 0 0 1 1
"10" 0 1 0 1 0 1 0 1 1 0
"11" 0 1 0 1 0 0 1 1 1 1
"12" 1 1 0 1 0 1 0 0 0 0
"13" 1 0 1 0 0 0 0 0 1 1
"14" 1 1 0 1 0 0 0 0 1 1
"15" 1 1 1 0 0 0 0 0 0 1
"16" 0 0 1 1 1 0 1 1 1 0
"17" 1 1 1 0 1 0 0 0 1 0
"18" 1 1 1 1 0 1 0 0 1 0
"19" 0 0 1 0 0 0 0 1 1 0
"20" 1 0 1 1 0 1 1 1 1 1
"21" 1 0 1 0 1 0 0 0 0 1
"22" 1 1 0 1 1 1 1 0 0 0
"23" 1 0 1 0 0 0 0 1 1 0
"24" 0 1 1 0 0 1 1 0 0 0
"25" 1 0 1 0 1 0 1 0 1 0
"26" 0 0 0 0 1 0 0 0 0 1
"27" 1 0 0 0 0 1 1 1 1 1
"28" 1 0 1 0 1 1 0 0 0 1
"29" 0 1 0 1 1 1 0 1 0 0
"30" 0 0 1 0 0 0 1 0 1 0
---
"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 1 1 1 0 0 1 1 1 1
"2" 0 0 1 1 0 0 1 1 0 0
"3" 0 1 1 0 0 0 0 1 1 1
"4" 0 1 1 0 0 0 0 0 0 0
"5" 0 0 1 1 1 1 0 0 1 1
"6" 1 0 1 0 1 0 1 0 0 0
"7" 0 0 1 1 0 0 1 1 0 0
"8" 1 1 1 0 1 1 1 0 1 0
"9" 1 0 1 0 0 0 0 0 1 1
"10" 0 1 1 1 1 0 1 1 0 0
"11" 1 1 0 1 1 1 0 1 0 0
"12" 0 0 0 0 1 0 0 0 0 1
"13" 0 1 1 0 1 1 0 0 1 1
"14" 0 0 1 0 1 1 1 0 1 0
"15" 1 0 0 1 0 0 1 1 0 1
"16" 0 1 0 1 1 0 0 0 0 0
"17" 1 1 1 1 1 0 0 1 0 1
"18" 1 0 1 0 0 1 1 1 0 0
"19" 1 1 0 1 0 0 1 1 1 1
"20" 1 1 1 1 0 0 1 0 0 1
"21" 1 1 0 0 0 0 0 0 0 0
"22" 0 0 0 0 0 1 1 1 1 1
"23" 0 1 0 1 1 1 1 0 0 0
"24" 1 1 1 1 1 1 1 1 1 0
"25" 1 1 0 1 0 1 1 1 0 0
"26" 1 0 1 1 1 1 1 1 1 1
"27" 1 0 0 1 1 0 1 0 1 0
"28" 0 0 1 0 0 0 0 1 1 0
"29" 1 1 0 0 0 1 0 1 1 0
"30" 0 1 1 0 1 0 0 0 0 0
0 1 0 0 0
0 1 1 1 0
Coeficiente de Correlación: 
0.7386113
Mean Absolute Error: 
0.245
1 0 1 1 0
1 1 1 1 1
Coeficiente de Correlación: 
0.7965197
Mean Absolute Error: 
0.18825
0 0 1 0 1
1 1 0 1 0
Coeficiente de Correlación: 
0.6622801
Mean Absolute Error: 
0.230119
"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 0 1 1 0 1 1 1 1 1
"2" 0 1 0 0 0 0 1 1 1 0
"3" 0 0 1 0 1 1 1 0 1 0
"V1" "V2"
"1" 2 0.796519684550663
"2" 1 0.738611296615016
"3" 3 0.662280126499571
---
"ALOGP" "Sp" "Mor29u" "MW" "AMW" "Sv" "Se" "Ss" "Pol" "Mv" "V1"
"1" 2.653 9.57 -0.028 72.17 4.25 8.59 16.3 8.5 0.51 0.96 0.61
"2" 3.109 11.33 -0.046 86.2 4.31 10.18 19.19 10 0.51 0.96 0.48
"3" 3.565 13.09 -0.053 100.23 4.36 11.78 22.07 11.5 0.51 0.96 0.46
"4" 4.021 14.85 -0.065 114.26 4.39 13.38 24.95 13 0.51 0.96 0.73
"5" 4.477 16.61 -0.08 128.29 4.42 14.98 27.84 14.5 0.52 0.96 0.5
"6" 4.934 18.38 -0.114 142.32 4.45 16.58 30.72 16 0.52 0.96 0.85
"7" 2.904 11.33 -0.204 86.2 4.31 10.18 19.19 10.33 0.51 0.96 1.04
"8" 3.361 13.09 -0.237 100.23 4.36 11.78 22.07 11.83 0.51 0.96 0.93
"9" 4.273 16.61 -0.115 128.29 4.42 14.98 27.84 14.83 0.52 0.96 0.74
"10" 2.654 11.33 -0.152 86.2 4.31 10.18 19.19 10.75 0.51 0.96 1.13
"11" 3.362 14.85 -0.008 114.26 4.39 13.38 24.95 14.08 0.51 0.96 0.8
"12" 1.369 5.28 -0.012 42.09 4.68 4.79 8.65 4.5 0.53 0.96 0.02
"13" 2.533 10.57 -0.376 84.18 4.68 9.59 17.3 9.33 0.53 0.96 0.96
"14" 2.737 10.57 -0.313 84.18 4.68 9.59 17.3 9 0.53 0.96 0.88
"15" 2.989 12.33 -0.267 98.21 4.68 11.18 20.19 10.83 0.53 0.96 0.71
"16" 3.241 14.09 -0.42 112.24 4.68 12.78 23.07 12.67 0.53 0.96 1.17
"17" 3.903 17.61 0.014 140.3 4.68 15.98 28.84 16.08 0.53 0.96 0.3
"18" 3.001 16.09 -0.618 136.26 5.24 14.78 25.07 14.33 0.57 0.96 0.98
"19" 0.947 3.52 -0.04 28.06 4.68 3.2 5.77 6 0.53 0.96 0.24
"20" 1.35 5.28 -0.055 42.09 4.68 4.79 8.65 7 0.53 0.96 -0.07
"21" 3.631 14.09 -0.113 112.24 4.68 12.78 23.07 14.5 0.53 0.96 0.8
"22" 1.415 6.28 -0.083 54.1 5.41 5.79 9.65 10 0.58 0.97 -0.26
"23" 1.861 8.05 -0.17 68.13 5.24 7.39 12.53 11.67 0.57 0.96 0.32
"24" 0.477 2.4 0.113 52.03 10.41 2.42 5.79 17.5 0.48 1.16 0.24
"25" 1.073 4.24 -0.012 84.93 16.99 3.6 5.41 9.72 0.72 1.08 -0.11
"26" 1.617 5.1 -0.076 119.37 23.87 4.3 5.74 13.67 0.86 1.15 0.13
"27" 3.585 5.95 -0.137 153.81 30.76 5 6.06 17.69 1 1.21 0.53
"28" 1.251 6 -0.06 98.96 12.37 5.2 8.3 11.56 0.65 1.04 0.15
"29" 1.51 6 -0.077 98.96 12.37 5.2 8.3 11.22 0.65 1.04 0.16
"30" 2.029 6.86 -0.154 133.4 16.67 5.9 8.62 15.58 0.74 1.08 0.44
"31" 1.955 6.86 -0.068 133.4 16.67 5.9 8.62 15.17 0.74 1.08 0.19
"32" 2.443 7.72 -0.153 167.84 20.98 6.6 8.95 19.19 0.82 1.12 0.4
"33" 2.399 7.72 -0.117 167.84 20.98 6.6 8.95 19.11 0.82 1.12 0.16
"34" 2.888 8.57 -0.129 202.28 25.28 7.3 9.27 23.14 0.91 1.16 0.39
"35" 3.376 9.43 -0.051 236.72 29.59 8 9.59 27.17 1 1.2 0.81
"36" 1.718 6.9 -0.101 78.55 7.14 6.09 10.86 9.11 0.55 0.99 0.12
"37" 1.572 6.9 -0.034 78.55 7.14 6.09 10.86 9.44 0.55 0.99 0.18
"38" 1.887 7.76 -0.043 112.99 10.27 6.79 11.18 13.06 0.62 1.02 0.25
"39" 1.496 5.23 0.032 173.83 34.77 4.36 5.23 7 0.87 1.05 -0.04
"40" 1.801 6.99 -0.132 187.86 23.48 5.96 8.11 8.5 0.75 1.01 0
"41" 1.864 7.4 -0.076 123 11.18 6.48 10.76 7.75 0.59 0.98 -0.06
"42" 1.717 7.4 -0.103 123 11.18 6.48 10.76 8.08 0.59 0.98 0
"43" 0.775 3.32 0.038 68.48 13.7 3.01 5.6 13.61 0.6 1.12 -0.17
"44" 1.284 4.73 0.005 129.38 25.88 3.98 5.32 8.36 0.8 1.06 0.26
"45" 1.821 5.59 -0.045 163.82 32.76 4.68 5.64 12.31 0.94 1.13 0
"46" 2.025 6.09 -0.012 208.27 41.65 5.07 5.55 10.94 1.01 1.11 0.22
"47" 1.833 5.94 -0.091 116.95 14.62 5.31 8.81 19.47 0.66 1.1 0.2
"48" 1.655 6.49 -0.111 143.41 17.93 5.58 8.2 9.86 0.7 1.03 0.03
"49" 1.853 4.95 -0.003 118.49 14.81 4.83 9.51 30.86 0.6 1.19 0.17
"50" 2.298 5.81 -0.043 152.93 19.12 5.53 9.84 34.81 0.69 1.23 0.06
"51" 1.114 3.4 -0.041 64.04 10.67 3.42 6.79 20.67 0.57 1.13 0.64
"52" 1.688 5.24 -0.095 96.94 16.16 4.6 6.41 12.89 0.77 1.07 -0.05
"53" 1.057 5.24 -0.038 96.94 16.16 4.6 6.41 12.22 0.77 1.07 0.02
"54" 1.057 5.24 -0.109 96.94 16.16 4.6 6.41 12.22 0.77 1.07 0.07
"55" 1.743 6.1 -0.079 131.38 21.9 5.3 6.74 16 0.88 1.12 0.27
"56" 2.429 6.95 -0.075 165.82 27.64 6 7.06 19.78 1 1.18 0.66
